                x           y           z
734    -30.907916   -8.369634 -172.015893
735    -30.356730   -9.950988 -167.214533
736    -30.047050  -10.843608 -162.124946
737    -29.992839  -11.008395 -160.516565
738    -30.107572  -10.693984 -162.170154
739    -30.433556   -9.781044 -163.998087
740    -30.665403   -9.145369 -162.611650
741    -30.548947   -9.517214 -161.963580
742    -30.434019   -9.900712 -163.571974
743    -30.005712  -11.203171 -166.636068
744    -29.643165  -12.349520 -169.438544
745    -29.363942  -13.302764 -174.879375
746    -29.019301  -14.425433 -180.703341
747    -29.219826  -14.735871 -181.780556
748    -29.510121  -14.719816 -182.461992
749    -29.381792  -15.009935 -181.735745
750    -29.521598  -14.906649 -178.733971
751    -29.655396  -14.766219 -180.098254
752    -29.387347  -15.059934 -181.680418
753    -29.209562  -15.249980 -181.617654
754    -28.673890  -15.842744 -177.319964
755    -28.270711  -16.289942 -174.006642
756    -27.467996  -17.186565 -174.141369
757    -26.810792  -17.921546 -173.653144
758    -26.058144  -18.764008 -172.980585
759    -25.566568  -19.314422 -177.319323
760    -25.632178  -19.241078 -179.123258
761    -26.521851  -18.245118 -175.735321
762    -26.671794  -18.077301 -172.349263
763    -27.278634  -17.397928 -174.887452
764    -27.945576  -16.651249 -175.571765
765    -28.124133  -16.451332 -174.839341
766    -28.359343  -16.187974 -174.108054
767    -28.195290  -16.371618 -175.281321
768    -27.547387  -17.096964 -176.636983
769    -27.075947  -17.624730 -174.763399
770    -26.354322  -18.432578 -170.877033
771    -25.755047  -19.103426 -167.067392
772    -25.784894  -19.069905 -163.056904
773    -26.111086  -18.704565 -163.117428
774    -27.037971  -17.666649 -164.302780
775    -27.339841  -17.328389 -168.421729
776    -27.195675  -17.489365 -170.556513
777    -27.403656  -17.255905 -166.154004
778    -27.276329  -17.397585 -163.577047
779    -27.072835  -17.624180 -162.016966
780    -27.109394  -17.581515 -164.395780
781    -27.413946  -17.238096 -165.874301
782    -27.168169  -17.509790 -167.935780
783    -27.196878  -17.472756 -167.953059
784    -26.855350  -17.848206 -170.437972
785    -27.096191  -17.568817 -168.528970
786    -26.995641  -17.667602 -166.343075
787    -26.264431  -18.466743 -163.887972
788    -25.289174  -19.531044 -163.513308
789    -24.233136  -20.674409 -162.435260
790    -23.751035  -21.159147 -162.899444
791    -23.177101  -21.723978 -159.218240
792    -22.941418  -21.878026 -156.930320
793    -22.881679  -21.789745 -158.021358
794    -22.684199  -21.791569 -158.320714
795    -22.019853  -22.225508 -160.245181
796    -19.866620  -24.111814 -160.235166
797    -18.477204  -25.579946 -162.225972
798    -17.420212  -26.623965 -164.783163
799    -16.477890  -27.368685 -166.394283
800    -15.312331  -28.058927 -169.097974
801    -14.127312  -28.671043 -171.810768
802    -13.561439  -28.946402 -173.520842
803    -13.731875  -28.854882 -173.530699
804    -14.511790  -28.469065 -175.792508
805    -15.696965  -27.890906 -176.624779
806    -17.357801  -27.086589 -178.677384
807    -18.468543  -26.549484 -176.603461
808    -19.092199  -26.248293 -173.342061
809    -18.913376  -26.334349 -172.596737
810    -18.801222  -26.388469 -167.977255
811    -18.136794  -26.708733 -166.178678
812    -18.430557  -26.567220 -164.008010
813    -18.095440  -26.728684 -163.675289
814    -17.725328  -26.906955 -164.115887
815    -17.854537  -26.844545 -168.314812
816    -18.142548  -26.705539 -172.343800
817    -17.983681  -26.781780 -173.093427
818    -18.155290  -26.698643 -175.575248
819    -18.748636  -26.412097 -177.962534
820    -19.388619  -26.102826 -179.047499
821    -19.132590  -26.224965 -180.046715
822    -18.205084  -26.670164 -178.910672
823    -17.459407  -27.027020 -172.373795
824    -17.807844  -26.855632 -168.431620
825    -17.898656  -26.806946 -169.492648
826    -17.680575  -26.905073 -174.344022
827    -17.332024  -27.063197 -175.891503
828    -16.679710  -27.363645 -176.106251
829    -15.547339  -27.889685 -177.142263
830    -14.777031  -28.233138 -173.588667
831    -14.934135  -28.118228 -172.884582
832    -14.951533  -28.054440 -173.554110
833    -14.166346  -28.354514 -174.722227
834    -11.512068  -29.462861 -175.965132
835    -10.033587  -30.411095 -173.280237
836     -9.018187  -31.035817 -174.067574
837     -8.819029  -31.350424 -174.820445
838     -8.682106  -31.489601 -173.259406
839     -8.115210  -31.561713 -176.413078
840     -7.693368  -31.586375 -178.498528
841     -7.003379  -31.614340 -179.815389
842     -7.347136  -31.583856 -179.397458
843     -8.396437  -31.516857 -175.318178
844     -9.344429  -31.458765 -173.720145
845     -9.475054  -31.448867 -169.000153
846     -9.824126  -31.427643 -166.812053
847     -9.671376  -31.434923 -168.892831
848     -9.307998  -31.453753 -169.024709
849     -8.115035  -31.518663 -166.208842
850     -7.170733  -31.568468 -166.275080
851     -6.911851  -31.578103 -169.908694
852     -6.448721  -31.597159 -172.680781
853     -6.873143  -31.563201 -179.248898
854     -7.322125  -31.523712 -181.833831
855     -7.201896  -31.510471 -182.789605
856     -6.662860  -31.512572 -178.213082
857     -6.022665  -31.508692 -177.025665
858     -5.797981  -31.464848 -173.475231
859     -4.819617  -31.440182 -173.200123
860     -4.719249  -31.333010 -171.628596
861     -3.952882  -31.216804 -173.061041
862     -1.942232  -31.104933 -173.495137
863      2.052218  -30.943745 -175.295108
864      4.738922  -31.042497 -175.962646
865      6.140761  -31.208760 -176.989107
866      7.323470  -31.135168 -180.452410
867      7.233114  -31.308071 -182.525569
868      6.839187  -31.484948 -183.536826
869      6.306215  -31.668356 -180.996764
870      7.015203  -31.406143 -172.255654
871      7.290917  -31.296559 -165.860294
872      7.410365  -31.246062 -164.848541
873      7.849309  -31.087883 -166.420229
874      7.927663  -31.058416 -171.253063
875      7.163635  -31.324882 -171.335657
876      6.419842  -31.584876 -170.456167
877      6.323908  -31.618533 -170.003026
878      6.582845  -31.528107 -171.794217
879      7.860370  -31.081477 -170.230672
880      8.766988  -30.764449 -170.117759
881      8.791843  -30.755643 -170.902748
882      9.233129  -30.601159 -171.098016
883      9.620766  -30.465334 -172.070210
884      9.574320  -30.481155 -173.923805
885      9.855387  -30.382292 -172.128816
886      9.594351  -30.472714 -170.026054
887      9.524317  -30.496004 -168.502137
888      8.901003  -30.712256 -169.875457
889      7.575458  -31.173341 -173.082027
890      6.730390  -31.465453 -174.384409
891      6.801116  -31.435989 -172.838673
892      6.625313  -31.490768 -175.837034
893      7.396257  -31.211763 -176.485618
894      7.996627  -30.988488 -176.609238
895      8.362196  -30.841789 -177.988475
896      8.036175  -30.929085 -179.892276
897      8.274612  -30.808011 -180.692125
898      7.697170  -30.956615 -176.472519
899      8.167567  -30.716847 -173.922124
900      8.630954  -30.448428 -169.474061
901      9.943407  -29.839197 -169.090832
902     12.051105  -28.889821 -172.492466
903     15.031970  -27.487929 -176.960684
904     17.045007  -26.652712 -178.823864
905     17.503125  -26.818762 -175.657818
906     16.921628  -27.620535 -174.940335
907     16.682486  -27.942770 -172.346567
908     16.771101  -27.887549 -173.427249
909     16.800780  -27.852737 -177.981105
910     16.750666  -27.882367 -179.092363
911     16.855408  -27.776399 -178.077457
912     16.549108  -28.042244 -176.109538
913     16.632891  -27.963448 -176.505904
914     16.723424  -27.880965 -176.651638
915     17.013775  -27.621202 -178.160652
916     17.125076  -27.521843 -179.187142
917     17.679879  -27.026472 -174.832257
918     18.660288  -26.150927 -170.157610
919     18.828922  -26.000413 -169.705196
920     19.669636  -25.249543 -169.828244
921     20.211584  -24.765502 -165.459149
922     20.181400  -24.792476 -161.711348
923     19.208354  -25.661615 -159.163958
924     19.138522  -25.724001 -160.138609
925     19.195923  -25.672749 -163.521926
926     18.733505  -26.085815 -167.356844
927     17.684687  -27.022663 -173.222725
928     17.159107  -27.492174 -174.111978
929     16.878084  -27.743278 -171.579540
930     17.185144  -27.469130 -167.708577
931     17.271284  -27.392355 -166.792049
932     17.449551  -27.233357 -165.381458
933     17.383047  -27.293086 -166.159373
934     17.432717  -27.249192 -170.100665
935     17.619212  -27.083280 -169.790350
936     17.911373  -26.823253 -166.476181
937     17.594248  -27.107826 -164.302436
938     17.734020  -26.984845 -164.444169
939     17.884000  -26.853510 -167.993034
940     18.367939  -26.424959 -172.590010
941     18.106669  -26.663561 -172.710870
942     17.879126  -26.874207 -169.448000
943     17.035292  -27.638393 -168.222982
944     16.819150  -27.846248 -167.716284
945     16.582427  -28.078589 -170.832436
946     16.844496  -27.874051 -173.905449
947     17.823681  -27.041187 -176.319427
948     19.543139  -25.564355 -175.146693
949     21.922207  -23.561998 -177.029845
950     23.905548  -21.711289 -181.464528
951     25.429804  -19.910495 -182.531445
952     26.475006  -18.414703 -179.087385
953     27.230692  -17.108136 -171.948351
954     27.559622  -16.485166 -165.716480
955     27.575549  -16.434068 -162.017705
956     27.726095  -16.086528 -160.799941
957     27.634025  -16.248403 -163.197884
958     27.620355  -16.258385 -165.494198
959     27.361581  -16.785833 -162.944065
960     27.452230  -16.593657 -161.994047
961     27.554395  -16.380337 -160.528479
962     27.550758  -16.387638 -159.185974
963     27.599597  -16.286197 -160.555486
964     27.667689  -16.144569 -165.320764
965     27.591147  -16.302675 -164.350908
966     27.335806  -16.831301 -162.887020
967     27.114091  -17.289480 -163.754297
968     27.291102  -16.919354 -168.836244
969     27.398733  -16.692022 -171.036539
970     27.068649  -17.371388 -172.185647
971     26.305294  -18.947552 -174.806057
972     25.630514  -20.336638 -182.828002
973     25.216438  -21.180089 -188.367909
974     25.199720  -21.192417 -189.303850
975     25.465641  -20.608970 -184.986694
976     25.988170  -19.479952 -180.971376
977     26.752515  -17.830671 -178.917949
978     27.229544  -16.751562 -173.442305
979     27.126072  -16.840270 -166.759629
980     27.410413  -16.072145 -161.091120
981     27.571692  -15.485860 -158.874730
982     28.120918  -13.990593 -157.999864
983     29.022686  -11.616875 -159.931668
984     30.144400   -8.477510 -162.836335
985     30.970730   -6.262960 -165.003347
986     31.432158   -5.375322 -169.371367
987     31.605264   -5.819223 -175.739246
988     31.619415   -6.878914 -177.549872
989     31.592343   -7.615686 -180.913711
990     31.545120   -8.320231 -182.063122
991     31.539921   -8.205476 -180.960012
992     31.602426   -6.930690 -182.157056
993     31.610822   -6.675203 -180.249565
994     31.579955   -7.161349 -177.617869
995     31.566307   -7.367072 -176.935247
996     31.537424   -7.850858 -176.752846
997     31.556164   -7.486573 -171.358031
998     31.621074   -6.291610 -168.907906
999     31.681403   -5.158128 -168.383388
1000    31.714540   -4.478673 -172.593073
1001    31.728272   -4.104161 -172.412083
1002    31.716586   -4.125420 -174.867359
1003    31.678740   -4.533186 -177.098566
1004    31.625685   -5.101810 -179.275249
1005    31.607565   -4.897659 -179.494738
1006    31.576090   -4.713165 -176.166659
1007    31.491953   -5.155583 -173.208480
1008    31.389346   -5.492163 -168.228883
1009    31.318958   -4.645276 -164.485055
1010    31.258056   -2.765089 -165.322463
1011    31.122188   -0.991297 -170.452730
1012    30.928337    2.695076 -171.205651
1013    30.985480    5.196531 -170.885525
1014    31.213433    6.241111 -170.871406
1015    31.017097    7.686579 -170.436723
1016    30.705711    8.947655 -170.663395
1017    30.513224    9.602944 -172.705038
1018    30.478706    9.696050 -169.514068
1019    30.631220    9.223710 -168.129867
1020    31.009133    8.109083 -168.288408
1021    31.272378    7.333673 -166.696670
1022    31.505006    6.656185 -165.976707
1023    31.701603    6.088600 -167.543484
1024    31.693214    6.111020 -168.713664
1025    31.670264    6.176768 -165.948642
1026    31.463401    6.769114 -163.806185
1027    31.211231    7.491193 -164.154617
1028    31.147944    7.673080 -167.697737
1029    31.306213    7.221386 -169.047958
1030    31.335901    7.137693 -172.405534
1031    31.316470    7.194909 -176.595452
1032    31.082738    7.865724 -177.575705
1033    30.983224    8.153596 -175.687728
1034    31.085991    7.864263 -175.882485
1035    30.949477    8.261213 -172.599689
1036    30.763005    8.803739 -171.587896
1037    30.745973    8.865424 -173.658732
1038    30.737729    8.907352 -172.360982
1039    30.543394    9.489126 -171.068804
1040    30.177321   10.572807 -173.977144
1041    29.453705   12.697341 -173.185412
1042    28.927689   14.377594 -173.273750
1043    28.046274   16.049867 -173.335808
1044    28.002032   16.452251 -171.937233
1045    27.844630   16.773934 -172.517996
1046    27.352825   17.363953 -175.520710
1047    26.926638   17.837157 -182.808705
1048    26.674122   18.104421 -187.996878
1049    26.360215   18.441798 -188.249082
1050    26.720290   18.029281 -188.169224
1051    27.095119   17.604366 -184.672972
1052    27.355904   17.309739 -181.482150
1053    27.672848   16.953501 -180.096616
1054    27.668660   16.957115 -181.300373
1055    27.903532   16.692844 -180.919600
1056    27.575333   17.058350 -180.790525
1057    27.401363   17.250265 -179.844552
1058    27.334462   17.321029 -180.437290
1059    27.988077   16.583366 -178.336099
1060    28.383667   16.132111 -176.000925
1061    28.112081   16.424320 -176.183131
1062    27.006295   17.645569 -174.181957
1063    26.104141   18.631928 -172.107972
1064    25.716490   19.032493 -170.284270
1065    24.776789   20.037311 -167.914497
1066    24.323608   20.477928 -170.057449
1067    23.526350   21.276186 -170.178208
1068    23.036756   21.691036 -171.701091
1069    22.151736   22.493545 -175.109623
1070    20.930614   23.594546 -180.848096
